date,campaign_id,ad_group_id,impressions,clicks,conversions,spend
2026-01-05,C028,C028_AG5,886,25,1,143.43
2026-01-06,C028,C028_AG5,973,66,10,371.13
2026-01-07,C028,C028_AG5,960,47,10,406.63
2026-01-08,C028,C028_AG5,838,21,4,225.64
2026-01-09,C028,C028_AG5,980,73,5,904.4
2026-01-10,C028,C028_AG5,1008,49,4,436.2
2026-01-11,C028,C028_AG5,865,33,3,304.07
2026-01-12,C028,C028_AG5,780,46,5,843.09
2026-01-13,C028,C028_AG5,1136,59,12,965.17
2026-01-14,C028,C028_AG5,1058,52,2,607.37
2026-01-15,C028,C028_AG5,999,54,10,615.54
2026-01-16,C028,C028_AG5,819,50,6,990.77
2026-01-17,C028,C028_AG5,1088,52,3,406.47
2026-01-18,C028,C028_AG5,949,49,5,869.49
2026-01-19,C028,C028_AG5,876,58,13,446.31
2026-01-20,C028,C028_AG5,1005,70,6,1081.49
2026-01-21,C028,C028_AG5,1018,67,15,1130.97
2026-01-22,C028,C028_AG5,1007,30,5,310.68
2026-01-23,C028,C028_AG5,926,67,10,753.79
2026-01-24,C028,C028_AG5,1055,33,3,489.15
2026-01-25,C028,C028_AG5,1065,37,7,425.24
2026-01-26,C028,C028_AG5,994,28,4,228.23
2026-01-27,C028,C028_AG5,336,19,2,145.18
2026-01-28,C028,C028_AG5,885,27,5,369.38
2026-01-29,C028,C028_AG5,980,50,4,411.76
2026-01-30,C028,C028_AG5,959,29,4,479.41
2026-01-31,C028,C028_AG5,935,62,8,1102.09
2026-02-01,C028,C028_AG5,771,37,7,641.86
2026-02-02,C028,C028_AG5,1042,62,7,565.6
2026-02-03,C028,C028_AG5,855,50,11,594.78
2026-02-04,C028,C028_AG5,1029,53,10,594.06
2026-02-05,C028,C028_AG5,273,17,2,267.85
2026-02-06,C028,C028_AG5,1044,47,5,401.74
2026-02-07,C028,C028_AG5,833,32,5,495.68
2025-10-11,C028,C028_AG6,1476,60,7,468.54
2025-10-12,C028,C028_AG6,1264,57,6,925.23
2025-10-13,C028,C028_AG6,1412,41,3,356.27
2025-10-14,C028,C028_AG6,344,21,3,184.85
2025-10-15,C028,C028_AG6,1066,37,3,350.93
2025-10-16,C028,C028_AG6,1260,71,7,1171.44
2025-10-17,C028,C028_AG6,413,13,2,87.9
2025-10-18,C028,C028_AG6,1462,50,11,540.87
2025-10-19,C028,C028_AG6,1492,33,8,507.89
2025-10-20,C028,C028_AG6,1400,101,20,648.82
2025-10-21,C028,C028_AG6,1365,52,9,809.96
2025-10-22,C028,C028_AG6,1373,59,11,499.84
2025-10-23,C028,C028_AG6,1573,92,5,1451.37
2025-10-24,C028,C028_AG6,1510,80,13,1140.13
2025-10-25,C028,C028_AG6,1110,30,5,256.18
2025-10-26,C028,C028_AG6,1470,66,15,442.7
2025-10-27,C028,C028_AG6,1449,97,23,1683.93
2025-10-28,C028,C028_AG6,353,7,1,93.08
2025-10-29,C028,C028_AG6,1162,61,8,621.35
2025-10-30,C028,C028_AG6,1204,89,5,1162.29
2025-10-31,C028,C028_AG6,1489,65,4,1060.51
2025-11-01,C028,C028_AG6,1322,36,6,481.66
2025-11-02,C028,C028_AG6,1177,54,6,833.57
2025-11-03,C028,C028_AG6,1491,91,17,804.34
2025-11-04,C028,C028_AG6,1176,81,5,901.39
2025-11-05,C028,C028_AG6,1080,39,5,581.81
2025-11-06,C028,C028_AG6,1536,58,3,896.19
2025-11-07,C028,C028_AG6,1523,62,3,730.61
2025-11-08,C028,C028_AG6,1311,61,4,781.9
2025-11-09,C028,C028_AG6,1174,33,5,402.46
2025-11-10,C028,C028_AG6,1158,24,3,189.14
2025-11-11,C028,C028_AG6,1502,61,7,797.85
2025-11-12,C028,C028_AG6,1499,100,11,1341.24
2025-11-13,C028,C028_AG6,1367,103,15,664.57
2025-11-14,C028,C028_AG6,1281,32,4,420.49
2025-11-15,C028,C028_AG6,448,20,1,290.81
2025-11-16,C028,C028_AG6,1553,104,19,906.41
2025-11-17,C028,C028_AG6,1290,52,4,313.2
2025-11-18,C028,C028_AG6,1277,58,10,988.12
2025-11-19,C028,C028_AG6,1193,32,5,397.33
2025-11-20,C028,C028_AG6,1393,52,4,401.35
2025-11-21,C028,C028_AG6,1163,37,3,622.85
2025-11-22,C028,C028_AG6,1373,105,12,1015.04
2025-11-23,C028,C028_AG6,1078,70,8,1028.89
2025-11-24,C028,C028_AG6,1503,51,2,920.54
2025-11-25,C028,C028_AG6,1060,82,14,823.48
2025-11-26,C028,C028_AG6,1336,105,10,716.78
2025-11-27,C028,C028_AG6,1125,34,7,376.99
2025-11-28,C028,C028_AG6,1247,48,2,413.36
2025-11-29,C028,C028_AG6,1296,100,6,1193.89
2025-11-30,C028,C028_AG6,1281,52,4,683.29
2025-12-01,C028,C028_AG6,1502,93,13,1130.0
2025-12-02,C028,C028_AG6,1309,85,11,773.7
2025-12-03,C028,C028_AG6,1448,96,14,957.97
2025-12-04,C028,C028_AG6,372,24,4,394.34
2025-12-05,C028,C028_AG6,370,13,0,212.49
2025-12-06,C028,C028_AG6,1379,89,4,1057.69
2025-12-07,C028,C028_AG6,1091,83,8,837.55
2025-12-08,C028,C028_AG6,1143,87,15,809.94
2025-12-09,C028,C028_AG6,1298,47,7,571.69
2025-12-10,C028,C028_AG6,1237,88,4,1664.39
2025-12-11,C028,C028_AG6,1292,80,10,830.0
2025-12-12,C028,C028_AG6,1464,73,9,416.01
2025-12-13,C028,C028_AG6,1417,92,12,1539.05
2025-12-14,C028,C028_AG6,1110,69,12,1001.25
2025-12-15,C028,C028_AG6,421,19,2,278.9
2025-12-16,C028,C028_AG6,1081,81,17,1469.16
2025-12-17,C028,C028_AG6,1538,103,25,1788.12
2025-12-18,C028,C028_AG6,1406,80,10,1456.25
2025-12-19,C028,C028_AG6,1401,85,20,877.83
2025-12-20,C028,C028_AG6,1192,72,4,996.29
2025-12-21,C028,C028_AG6,1146,26,5,301.63
2025-12-22,C028,C028_AG6,402,14,3,73.76
2025-12-23,C028,C028_AG6,1336,97,5,689.55
2025-12-24,C028,C028_AG6,1116,77,6,1387.35
2025-12-25,C028,C028_AG6,1190,27,3,357.68
2025-12-26,C028,C028_AG6,1289,62,10,1197.25
2025-12-27,C028,C028_AG6,1132,39,6,492.64
2025-12-28,C028,C028_AG6,1140,26,2,470.91
2025-12-29,C028,C028_AG6,1224,48,11,471.54
2025-12-30,C028,C028_AG6,1266,42,5,518.9
2025-12-31,C028,C028_AG6,1172,30,4,502.43
2026-01-01,C028,C028_AG6,1384,78,18,1198.23
2026-01-02,C028,C028_AG6,1069,83,10,693.47
2026-01-03,C028,C028_AG6,1131,84,17,685.95
2026-01-04,C028,C028_AG6,1361,104,20,1334.57
2026-01-05,C028,C028_AG6,1353,43,4,240.46
2026-01-06,C028,C028_AG6,1516,57,13,906.65
2026-01-07,C028,C028_AG6,1451,111,20,1558.1
2026-01-08,C028,C028_AG6,1442,94,17,905.29
2026-01-09,C028,C028_AG6,1295,28,3,313.31
2026-01-10,C028,C028_AG6,1482,42,6,257.58
2026-01-11,C028,C028_AG6,1479,116,8,1467.07
2026-01-12,C028,C028_AG6,1211,32,5,507.39
2026-01-13,C028,C028_AG6,1160,47,6,272.01
2026-01-14,C028,C028_AG6,1118,35,7,524.69
2026-01-15,C028,C028_AG6,1245,99,11,669.93
2026-01-16,C028,C028_AG6,1139,25,3,403.24
2026-01-17,C028,C028_AG6,1355,70,13,810.73
2026-01-18,C028,C028_AG6,1095,75,10,1105.04
2026-01-19,C028,C028_AG6,1462,48,4,619.4
2026-01-20,C028,C028_AG6,1346,51,4,955.75
2026-01-21,C028,C028_AG6,1467,81,9,978.62
2026-01-22,C028,C028_AG6,1468,106,25,1889.35
2026-01-23,C028,C028_AG6,374,7,0,70.21
2026-01-24,C028,C028_AG6,1486,56,7,1102.53
2026-01-25,C028,C028_AG6,1209,41,9,420.3
2026-01-26,C028,C028_AG6,1102,37,6,737.06
2026-01-27,C028,C028_AG6,1385,53,12,971.42
2026-01-28,C028,C028_AG6,1094,25,5,144.86
2026-01-29,C028,C028_AG6,1103,47,6,634.61
2026-01-30,C028,C028_AG6,1190,45,10,701.78
2026-01-31,C028,C028_AG6,1312,41,6,318.41
2026-02-01,C028,C028_AG6,1454,84,17,1063.4
2026-02-02,C028,C028_AG6,1192,81,19,1283.02
2026-02-03,C028,C028_AG6,1277,65,6,973.91
2026-02-04,C028,C028_AG6,1280,40,5,629.0
2026-02-05,C028,C028_AG6,433,23,1,314.76
2026-02-06,C028,C028_AG6,1487,95,20,1459.17
2026-02-07,C028,C028_AG6,1102,49,8,792.39
2025-10-11,C028,C028_AG7,1489,84,6,593.76
2025-10-12,C028,C028_AG7,1060,53,6,486.2
2025-10-13,C028,C028_AG7,1407,39,7,375.25
2025-10-14,C028,C028_AG7,1371,34,7,613.61
2025-10-15,C028,C028_AG7,1087,40,3,641.25
2025-10-16,C028,C028_AG7,1290,74,8,1212.95
2025-10-17,C028,C028_AG7,1367,85,11,1163.12
2025-10-18,C028,C028_AG7,1226,59,14,1047.22
2025-10-19,C028,C028_AG7,1193,76,8,662.28
2025-10-20,C028,C028_AG7,1152,87,17,1260.6
2025-10-21,C028,C028_AG7,1425,106,10,1019.37
2025-10-22,C028,C028_AG7,1296,88,5,804.9
2025-10-23,C028,C028_AG7,1142,64,4,678.91
2025-10-24,C028,C028_AG7,1110,69,11,876.49
2025-10-25,C028,C028_AG7,1496,101,20,1681.08
2025-10-26,C028,C028_AG7,1133,60,3,547.71
2025-10-27,C028,C028_AG7,1526,102,8,1925.21
2025-10-28,C028,C028_AG7,1376,83,15,1033.71
2025-10-29,C028,C028_AG7,1081,39,3,232.16
2025-10-30,C028,C028_AG7,1526,71,15,1230.67
2025-10-31,C028,C028_AG7,1096,34,3,380.58
2025-11-01,C028,C028_AG7,1143,29,6,187.72
2025-11-02,C028,C028_AG7,1180,43,4,527.26
2025-11-03,C028,C028_AG7,1567,79,10,1414.37
2025-11-04,C028,C028_AG7,1150,67,13,698.7
2025-11-05,C028,C028_AG7,1082,80,5,1532.33
2025-11-06,C028,C028_AG7,1092,69,16,601.33
2025-11-07,C028,C028_AG7,1166,34,5,522.93
2025-11-08,C028,C028_AG7,1366,83,13,1510.16
2025-11-09,C028,C028_AG7,1221,70,9,431.29
2025-11-10,C028,C028_AG7,1372,31,2,341.35
2025-11-11,C028,C028_AG7,1422,50,5,281.5
2025-11-12,C028,C028_AG7,1419,84,20,919.28
2025-11-13,C028,C028_AG7,1130,26,5,215.5
2025-11-14,C028,C028_AG7,1160,59,3,763.44
2025-11-15,C028,C028_AG7,1390,104,18,2021.62
2025-11-16,C028,C028_AG7,1080,75,13,900.13
2025-11-17,C028,C028_AG7,1468,116,25,2124.86
2025-11-18,C028,C028_AG7,1072,57,2,697.91
2025-11-19,C028,C028_AG7,1513,41,10,505.6
2025-11-20,C028,C028_AG7,1484,118,6,1284.95
2025-11-21,C028,C028_AG7,1414,41,2,347.14
2025-11-22,C028,C028_AG7,1272,70,8,1394.26
2025-11-23,C028,C028_AG7,1109,66,8,1286.91
2025-11-24,C028,C028_AG7,1295,69,15,486.01
2025-11-25,C028,C028_AG7,1306,71,5,897.6
2025-11-26,C028,C028_AG7,1146,26,4,136.15
2025-11-27,C028,C028_AG7,1548,55,7,990.08
2025-11-28,C028,C028_AG7,1117,49,12,845.29
2025-11-29,C028,C028_AG7,1422,31,4,523.56
2025-11-30,C028,C028_AG7,1338,71,16,1206.62
2025-12-01,C028,C028_AG7,1284,65,4,910.45
2025-12-02,C028,C028_AG7,1453,79,5,1382.71
2025-12-03,C028,C028_AG7,1400,38,5,227.6
2025-12-04,C028,C028_AG7,1543,96,20,568.92
2025-12-05,C028,C028_AG7,1370,34,4,402.68
2025-12-06,C028,C028_AG7,1327,84,10,510.22
2025-12-07,C028,C028_AG7,1185,76,13,1013.27
2025-12-08,C028,C028_AG7,1130,56,4,937.64
2025-12-09,C028,C028_AG7,1293,69,10,1087.13
2025-12-10,C028,C028_AG7,1287,72,16,800.46
2025-12-11,C028,C028_AG7,1503,60,6,756.98
2025-12-12,C028,C028_AG7,1425,76,4,457.58
2025-12-13,C028,C028_AG7,1435,101,13,776.38
2025-12-14,C028,C028_AG7,1202,33,7,260.25
2025-12-15,C028,C028_AG7,1319,46,4,813.89
2025-12-16,C028,C028_AG7,1481,81,11,885.52
2025-12-17,C028,C028_AG7,1221,48,3,498.33
2025-12-18,C028,C028_AG7,1302,82,13,1534.11
2025-12-19,C028,C028_AG7,1502,72,14,1423.95
2025-12-20,C028,C028_AG7,1581,100,23,1450.61
2025-12-21,C028,C028_AG7,1419,88,11,1238.53
2025-12-22,C028,C028_AG7,1083,53,10,938.89
2025-12-23,C028,C028_AG7,1135,50,2,607.44
2025-12-24,C028,C028_AG7,1248,56,9,837.4
2025-12-25,C028,C028_AG7,1148,28,3,270.32
2025-12-26,C028,C028_AG7,412,8,0,68.43
2025-12-27,C028,C028_AG7,1123,43,3,610.05
2025-12-28,C028,C028_AG7,1530,63,10,504.59
2025-12-29,C028,C028_AG7,1208,36,7,256.95
2025-12-30,C028,C028_AG7,1321,64,11,1074.84
2025-12-31,C028,C028_AG7,1109,51,10,333.4
2026-01-01,C028,C028_AG7,1560,110,15,1720.14
2026-01-02,C028,C028_AG7,1107,64,11,827.27
2026-01-03,C028,C028_AG7,1422,99,11,1343.65
2026-01-04,C028,C028_AG7,1319,53,5,586.14
2026-01-05,C028,C028_AG7,1525,63,13,749.22
2026-01-06,C028,C028_AG7,1231,63,5,1191.77
2026-01-07,C028,C028_AG7,1077,41,8,660.66
2026-01-08,C028,C028_AG7,1443,56,5,318.44
2026-01-09,C028,C028_AG7,1350,38,7,583.09
2026-01-10,C028,C028_AG7,1176,30,5,195.38
2026-01-11,C028,C028_AG7,1540,122,28,1923.41
2026-01-12,C028,C028_AG7,1280,77,7,511.64
2026-01-13,C028,C028_AG7,1194,83,17,1079.85
2026-01-14,C028,C028_AG7,1579,92,17,928.99
2026-01-15,C028,C028_AG7,1189,58,8,374.31
2026-01-16,C028,C028_AG7,1187,51,6,558.35
2026-01-17,C028,C028_AG7,1065,57,10,488.55
2026-01-18,C028,C028_AG7,1236,72,12,1180.66
2026-01-19,C028,C028_AG7,1418,48,8,922.38
2026-01-20,C028,C028_AG7,1147,48,10,776.1
2026-01-21,C028,C028_AG7,1202,26,1,455.97
2026-01-22,C028,C028_AG7,1315,77,13,595.79
2026-01-23,C028,C028_AG7,1263,42,8,453.02
2026-01-24,C028,C028_AG7,1399,59,8,551.09
2026-01-25,C028,C028_AG7,1386,98,11,1897.7
2026-01-26,C028,C028_AG7,1350,90,17,1528.04
2026-01-27,C028,C028_AG7,1274,84,6,1539.17
2026-01-28,C028,C028_AG7,1197,51,3,634.78
2026-01-29,C028,C028_AG7,1220,44,2,722.28
2026-01-30,C028,C028_AG7,1328,82,15,1034.31
2026-01-31,C028,C028_AG7,1465,64,4,529.52
2026-02-01,C028,C028_AG7,1066,51,3,969.28
2026-02-02,C028,C028_AG7,1273,28,6,362.57
2026-02-03,C028,C028_AG7,1075,64,6,607.71
2026-02-04,C028,C028_AG7,1524,65,9,352.78
2026-02-05,C028,C028_AG7,1276,39,6,533.39
2026-02-06,C028,C028_AG7,1268,92,18,1534.59
2026-02-07,C028,C028_AG7,1287,59,5,351.09
2025-10-11,C028,C028_AG8,1090,69,15,1265.5
2025-10-12,C028,C028_AG8,902,41,3,433.04
2025-10-13,C028,C028_AG8,818,23,1,325.65
2025-10-14,C028,C028_AG8,1129,27,1,178.51
2025-10-15,C028,C028_AG8,1046,36,6,412.83
2025-10-16,C028,C028_AG8,967,32,7,439.02
2025-10-17,C028,C028_AG8,789,19,4,143.9
2025-10-18,C028,C028_AG8,819,24,4,308.34
2025-10-19,C028,C028_AG8,876,35,2,372.15
2025-10-20,C028,C028_AG8,867,50,12,415.96
2025-10-21,C028,C028_AG8,825,44,6,712.89
2025-10-22,C028,C028_AG8,1028,36,2,457.59
2025-10-23,C028,C028_AG8,993,76,6,469.14
2025-10-24,C028,C028_AG8,1101,44,5,299.5
2025-10-25,C028,C028_AG8,800,46,5,650.15
2025-10-26,C028,C028_AG8,982,63,4,586.35
2025-10-27,C028,C028_AG8,1119,23,4,347.84
2025-10-28,C028,C028_AG8,1035,29,3,163.23
2025-10-29,C028,C028_AG8,995,52,7,761.31
2025-10-30,C028,C028_AG8,1060,41,8,640.03
2025-10-31,C028,C028_AG8,902,40,9,513.53
2025-11-01,C028,C028_AG8,328,17,2,249.48
2025-11-02,C028,C028_AG8,1134,69,13,1122.51
2025-11-03,C028,C028_AG8,917,53,10,524.78
2025-11-04,C028,C028_AG8,1068,43,8,642.93
2025-11-05,C028,C028_AG8,918,42,3,700.79
2025-11-06,C028,C028_AG8,896,62,14,841.47
2025-11-07,C028,C028_AG8,894,18,3,335.46
2025-11-08,C028,C028_AG8,1084,63,4,647.61
2025-11-09,C028,C028_AG8,984,39,3,619.89
2025-11-10,C028,C028_AG8,1113,52,12,995.38
2025-11-11,C028,C028_AG8,855,50,7,547.56
2025-11-12,C028,C028_AG8,304,20,3,157.48
2025-11-13,C028,C028_AG8,801,33,3,221.16
2025-11-14,C028,C028_AG8,1020,27,4,182.33
2025-11-15,C028,C028_AG8,1098,83,13,1414.48
2025-11-16,C028,C028_AG8,1001,24,4,422.58
2025-11-17,C028,C028_AG8,1101,79,6,1322.12
2025-11-18,C028,C028_AG8,978,64,11,486.67
2025-11-19,C028,C028_AG8,1134,53,6,1021.75
2025-11-20,C028,C028_AG8,956,61,14,929.69
2025-11-21,C028,C028_AG8,1108,53,8,1005.61
2025-11-22,C028,C028_AG8,1026,33,3,252.25
2025-11-23,C028,C028_AG8,836,52,4,747.13
2025-11-24,C028,C028_AG8,1032,45,9,443.75
2025-11-25,C028,C028_AG8,1120,71,4,1278.26
2025-11-26,C028,C028_AG8,1041,81,17,1396.19
2025-11-27,C028,C028_AG8,970,72,13,1288.15
2025-11-28,C028,C028_AG8,852,20,2,126.64
2025-11-29,C028,C028_AG8,994,20,1,344.42
2025-11-30,C028,C028_AG8,1172,23,4,410.68
2025-12-01,C028,C028_AG8,1124,88,19,1352.24
2025-12-02,C028,C028_AG8,924,23,5,212.65
2025-12-03,C028,C028_AG8,1027,80,6,1545.05
2025-12-04,C028,C028_AG8,1164,40,2,615.27
2025-12-05,C028,C028_AG8,1083,46,8,484.99
2025-12-06,C028,C028_AG8,987,35,6,378.78
2025-12-07,C028,C028_AG8,785,30,3,386.41
2025-12-08,C028,C028_AG8,1029,50,10,536.34
2025-12-09,C028,C028_AG8,952,51,6,401.75
2025-12-10,C028,C028_AG8,1013,56,13,961.12
2025-12-11,C028,C028_AG8,786,44,10,500.36
2025-12-12,C028,C028_AG8,973,33,5,174.17
2025-12-13,C028,C028_AG8,1096,23,1,152.29
2025-12-14,C028,C028_AG8,814,31,2,271.58
2025-12-15,C028,C028_AG8,979,69,16,727.42
2025-12-16,C028,C028_AG8,801,54,5,353.72
2025-12-17,C028,C028_AG8,895,57,9,585.41
2025-12-18,C028,C028_AG8,1152,46,8,864.99
2025-12-19,C028,C028_AG8,242,11,1,173.84
2025-12-20,C028,C028_AG8,247,7,0,102.51
2025-12-21,C028,C028_AG8,1053,25,2,433.96
2025-12-22,C028,C028_AG8,851,64,12,369.29
2025-12-23,C028,C028_AG8,327,10,0,53.87
2025-12-24,C028,C028_AG8,927,40,8,450.92
2025-12-25,C028,C028_AG8,1082,76,10,867.16
2025-12-26,C028,C028_AG8,932,44,2,872.54
2025-12-27,C028,C028_AG8,863,39,4,295.52
2025-12-28,C028,C028_AG8,929,74,6,1141.91
2025-12-29,C028,C028_AG8,926,21,4,202.17
2025-12-30,C028,C028_AG8,924,27,6,528.57
2025-12-31,C028,C028_AG8,966,68,7,554.41
2026-01-01,C028,C028_AG8,927,39,3,634.02
2026-01-02,C028,C028_AG8,861,55,9,353.06
2026-01-03,C028,C028_AG8,1124,41,8,647.62
2026-01-04,C028,C028_AG8,904,18,2,189.27
2026-01-05,C028,C028_AG8,790,61,6,553.32
2026-01-06,C028,C028_AG8,1048,49,6,503.29
2026-01-07,C028,C028_AG8,900,67,14,578.01
2026-01-08,C028,C028_AG8,884,55,12,860.44
2026-01-09,C028,C028_AG8,1072,34,7,538.35
2026-01-10,C028,C028_AG8,960,57,8,544.03
2026-01-11,C028,C028_AG8,792,38,7,638.22
2026-01-12,C028,C028_AG8,895,66,7,970.19
2026-01-13,C028,C028_AG8,906,63,14,855.3
2026-01-14,C028,C028_AG8,1049,67,3,529.43
2026-01-15,C028,C028_AG8,1004,25,1,211.2
2026-01-16,C028,C028_AG8,972,46,6,435.95
2026-01-17,C028,C028_AG8,1085,38,9,324.3
2026-01-18,C028,C028_AG8,963,34,7,296.12
2026-01-19,C028,C028_AG8,1155,59,7,1107.62
2026-01-20,C028,C028_AG8,1008,65,4,385.86
2026-01-21,C028,C028_AG8,885,30,6,395.05
2026-01-22,C028,C028_AG8,1136,85,14,1220.65
2026-01-23,C028,C028_AG8,320,19,2,187.83
2026-01-24,C028,C028_AG8,1023,41,7,267.98
2026-01-25,C028,C028_AG8,963,23,3,412.77
2026-01-26,C028,C028_AG8,870,34,7,441.9
2026-01-27,C028,C028_AG8,991,42,8,670.08
2026-01-28,C028,C028_AG8,958,67,5,1189.14
2026-01-29,C028,C028_AG8,916,49,10,656.1
2026-01-30,C028,C028_AG8,1114,59,10,765.59
2026-01-31,C028,C028_AG8,984,68,9,1242.56
2026-02-01,C028,C028_AG8,845,61,11,868.24
2026-02-02,C028,C028_AG8,904,34,7,475.18
2026-02-03,C028,C028_AG8,848,31,7,278.85
2026-02-04,C028,C028_AG8,789,41,6,816.7
2026-02-05,C028,C028_AG8,986,32,6,375.76
2026-02-06,C028,C028_AG8,800,62,10,490.9
2026-02-07,C028,C028_AG8,934,24,1,188.51
2025-10-11,C029,C029_AG1,1223,66,5,970.69
2025-10-12,C029,C029_AG1,993,51,3,309.88
2025-10-13,C029,C029_AG1,1189,51,11,995.68
2025-10-14,C029,C029_AG1,1211,27,1,138.3
2025-10-15,C029,C029_AG1,1246,79,17,572.84
2025-10-16,C029,C029_AG1,1253,38,2,373.02
2025-10-17,C029,C029_AG1,848,41,4,788.65
2025-10-18,C029,C029_AG1,913,54,8,372.75
2025-10-19,C029,C029_AG1,846,60,9,762.48
2025-10-20,C029,C029_AG1,872,56,5,818.78
2025-10-21,C029,C029_AG1,1007,33,3,294.17
2025-10-22,C029,C029_AG1,1097,56,5,444.28
2025-10-23,C029,C029_AG1,1181,40,3,201.59
2025-10-24,C029,C029_AG1,925,23,4,252.53
2025-10-25,C029,C029_AG1,1167,68,7,1049.42
2025-10-26,C029,C029_AG1,1241,84,9,1227.04
2025-10-27,C029,C029_AG1,911,59,6,846.8
2025-10-28,C029,C029_AG1,1103,81,7,955.4
2025-10-29,C029,C029_AG1,1023,49,7,543.04
2025-10-30,C029,C029_AG1,1066,74,5,1214.18
2025-10-31,C029,C029_AG1,990,52,8,575.81
2025-11-01,C029,C029_AG1,909,54,4,937.96
2025-11-02,C029,C029_AG1,1041,56,12,397.8
2025-11-03,C029,C029_AG1,1176,55,6,284.14
2025-11-04,C029,C029_AG1,1164,81,9,691.09
2025-11-05,C029,C029_AG1,891,34,7,649.48
2025-11-06,C029,C029_AG1,1149,78,4,720.12
2025-11-07,C029,C029_AG1,1041,38,7,494.47
2025-11-08,C029,C029_AG1,1202,65,15,403.21
2025-11-09,C029,C029_AG1,871,63,4,1216.85
2025-11-10,C029,C029_AG1,291,11,0,160.63
2025-11-11,C029,C029_AG1,1244,41,8,673.99
2025-11-12,C029,C029_AG1,870,65,12,832.23
2025-11-13,C029,C029_AG1,993,39,4,362.51
2025-11-14,C029,C029_AG1,315,18,1,174.9
2025-11-15,C029,C029_AG1,1161,80,18,774.64
2025-11-16,C029,C029_AG1,1012,52,9,447.24
2025-11-17,C029,C029_AG1,880,23,5,311.02
2025-11-18,C029,C029_AG1,1212,77,6,1222.18
2025-11-19,C029,C029_AG1,1124,23,5,171.89
2025-11-20,C029,C029_AG1,1245,87,5,1212.18
2025-11-21,C029,C029_AG1,1015,73,10,1334.89
2025-11-22,C029,C029_AG1,1214,91,10,1412.21
2025-11-23,C029,C029_AG1,885,53,12,866.25
2025-11-24,C029,C029_AG1,1099,45,2,322.46
2025-11-25,C029,C029_AG1,1219,96,23,1074.07
2025-11-26,C029,C029_AG1,1245,89,14,1469.67
2025-11-27,C029,C029_AG1,932,69,13,652.55
2025-11-28,C029,C029_AG1,1108,39,5,343.87
2025-11-29,C029,C029_AG1,1226,89,21,845.54
2025-11-30,C029,C029_AG1,863,37,1,703.97
2025-12-01,C029,C029_AG1,926,59,12,1062.89
2025-12-02,C029,C029_AG1,1026,28,3,384.0
2025-12-03,C029,C029_AG1,1110,49,5,639.28
2025-12-04,C029,C029_AG1,1012,52,6,385.23
2025-12-05,C029,C029_AG1,945,41,2,743.56
2025-12-06,C029,C029_AG1,1238,88,18,1247.94
2025-12-07,C029,C029_AG1,961,68,5,690.34
2025-12-08,C029,C029_AG1,1212,28,4,349.13
2025-12-09,C029,C029_AG1,856,29,4,345.81
2025-12-10,C029,C029_AG1,342,7,1,47.43
2025-12-11,C029,C029_AG1,1033,53,3,391.45
2025-12-12,C029,C029_AG1,1146,76,4,799.76
2025-12-13,C029,C029_AG1,934,61,12,349.96
2025-12-14,C029,C029_AG1,1169,35,8,301.96
2025-12-15,C029,C029_AG1,1237,38,3,439.51
2025-12-16,C029,C029_AG1,1031,52,12,690.22
2025-12-17,C029,C029_AG1,1235,26,2,260.64
2025-12-18,C029,C029_AG1,1120,56,8,889.49
2025-12-19,C029,C029_AG1,1152,34,5,333.03
2025-12-20,C029,C029_AG1,1228,57,10,465.6
2025-12-21,C029,C029_AG1,1050,48,11,299.16
2025-12-22,C029,C029_AG1,1062,72,7,532.22
2025-12-23,C029,C029_AG1,1223,37,8,734.35
2025-12-24,C029,C029_AG1,1225,49,3,481.79
2025-12-25,C029,C029_AG1,1140,88,11,1082.28
2025-12-26,C029,C029_AG1,379,25,3,233.59
2025-12-27,C029,C029_AG1,931,32,3,431.71
2025-12-28,C029,C029_AG1,1080,57,5,853.75
2025-12-29,C029,C029_AG1,848,59,14,1111.17
2025-12-30,C029,C029_AG1,1105,47,4,436.45
2025-12-31,C029,C029_AG1,1235,40,3,718.57
2026-01-01,C029,C029_AG1,1132,61,12,827.1
2026-01-02,C029,C029_AG1,1252,39,9,499.2
2026-01-03,C029,C029_AG1,994,75,12,1324.49
2026-01-04,C029,C029_AG1,1221,72,17,1369.37
2026-01-05,C029,C029_AG1,1024,51,10,933.15
2026-01-06,C029,C029_AG1,868,56,11,405.15
2026-01-07,C029,C029_AG1,1235,48,3,397.53
2026-01-08,C029,C029_AG1,1076,85,4,1549.05
2026-01-09,C029,C029_AG1,1114,51,10,973.56
2026-01-10,C029,C029_AG1,1074,83,9,1135.64
2026-01-11,C029,C029_AG1,1102,38,8,390.47
2026-01-12,C029,C029_AG1,1036,77,7,997.54
2026-01-13,C029,C029_AG1,1232,53,4,612.06
2026-01-14,C029,C029_AG1,1161,43,6,730.97
2026-01-15,C029,C029_AG1,1151,38,2,741.02
2026-01-16,C029,C029_AG1,1089,78,15,1039.52
2026-01-17,C029,C029_AG1,1218,80,14,1017.99
2026-01-18,C029,C029_AG1,853,17,3,201.14
2026-01-19,C029,C029_AG1,1264,66,13,1135.86
2026-01-20,C029,C029_AG1,1220,72,4,1102.02
2026-01-21,C029,C029_AG1,896,26,5,462.22
2026-01-22,C029,C029_AG1,1153,64,12,923.54
2026-01-23,C029,C029_AG1,859,55,7,919.42
2026-01-24,C029,C029_AG1,855,44,10,233.85
